Selaginella,denticulata,Lebanon,Coast,Saïda
Selaginella,denticulata,Lebanon,Coast,Beyrouth et environs
Selaginella,denticulata,Lebanon,Coast,Nahr el Kelb
Selaginella,denticulata,Lebanon,Coast,Nahr Ibra-him
Selaginella,denticulata,Lebanon,Coast,Ras Chekka-Hamate
Selaginella,denticulata,Lebanon,Coast,Broummana
Selaginella,denticulata,Lebanon,Coast,Moukhtara
Selaginella,denticulata,Lebanon,Coast,Salima
Selaginella,denticulata,Lebanon,Coast,Ghazir
Selaginella,denticulata,Lebanon,Coast,Tripoli
Selaginella,denticulata,Lebanon,'Akkar,Base du
Selaginella,denticulata,Lebanon,'Akkar,Jabal 'Aqroum
Equisetum,maximum,Lebanon,Coast,Nahr-el-Aouali
Equisetum,maximum,Lebanon,Coast,Hazmiyé
Equisetum,maximum,Lebanon,Coast,Nahr-el-Kelb
Equisetum,maximum,Lebanon,Coast,Beyrouth
Equisetum,maximum,Lebanon,Coast,Tripoli .
Equisetum,maximum,Lebanon,Lower Mountain,Jba'a
Equisetum,maximum,Lebanon,Lower Mountain,'Abey
Equisetum,maximum,Lebanon,Lower Mountain,'Araya
Equisetum,maximum,Lebanon,Lower Mountain,Bikfaya
Equisetum,maximum,Lebanon,Medium Mountain,'Aïn Zehalta
Equisetum,maximum,Lebanon,Medium Mountain,Nahr Safa
Equisetum,maximum,Lebanon,Medium Mountain,Falougha
Equisetum,maximum,Lebanon,Medium Mountain,Bcharré
Equisetum,palustre,Lebanon,Coast,Nahr-el-Kelb
Equisetum,palustre,Lebanon,Coast,au niveau des grottes
Equisetum,palustre,Lebanon,Lower Mountain,Nahr Ibrahim à Janni
Equisetum,palustre,Lebanon,Lower Mountain,sous Qartaba
Equisetum,ramosissimum,Lebanon,Coast,Saïda
Equisetum,ramosissimum,Lebanon,Coast,Beyrouth
Equisetum,ramosissimum,Lebanon,Coast,Tripoli
Equisetum,ramosissimum,Lebanon,Lower Mountain,'Abey
Equisetum,ramosissimum,Lebanon,Lower Mountain,Broummana
Equisetum,ramosissimum,Lebanon,Lower Mountain,Bikfaya
Equisetum,ramosissimum,Lebanon,Lower Mountain,Qrayé
Equisetum,ramosissimum,Lebanon,Medium Mountain,Jisr-el-Hajar
Equisetum,ramosissimum,Lebanon,Medium Mountain,Falougha
Equisetum,ramosissimum,Lebanon,Medium Mountain,Jab. Kneissé
Equisetum,ramosissimum,Lebanon,Continental Mediterranean,Chtaura
Equisetum,ramosissimum,Lebanon,Continental Mediterranean,Ta'naïl
Gymnogramma,leptophylla,Lebanon,Coast,Saïda
Gymnogramma,leptophylla,Lebanon,Coast,Beyrouth
Gymnogramma,leptophylla,Lebanon,Coast,Tripoli
Gymnogramma,leptophylla,Lebanon,Lower Mountain,'Antoura
Gymnogramma,leptophylla,Lebanon,Lower Mountain,Moukhtara
Gymnogramma,leptophylla,Lebanon,Lower Mountain,Mayrouba
Cheilanthes,pteridioides,Lebanon,Coast,Beyrouth
Cheilanthes,pteridioides,Lebanon,Coast,Mkallès
Cheilanthes,pteridioides,Lebanon,Coast,Khaldé
