Cheilanthes,pteridioides,Syria,North of Latakia,Aïn Haramiyé
Cheilanthes,pteridioides,Syria,North of Latakia,Kessab
Cheilanthes,pteridioides,Syria,North of Latakia,Kizil Dagh
Ephedra,alte,Syria,Damascus,Doumar
Ephedra,alte,Syria,Damascus,'Adra
Ephedra,alata,Syria,Damascus,Khan Dimas
Ephedra,alata,Syria,Damascus,Jab. Qasyoun
Ephedra,alata,Syria,Damascus,Ma'araba
Ephedra,alata,Syria,Anti-Lebanon Mountains,Yabroud .
Ephedra,alata,Syria,Steppes,Jab. Abou Qpsh
Ephedra,alata,Syria,Steppes,AlJabah
Ephedra,alata,Syria,Steppes,Qaryatein
Ephedra,alata,Syria,Steppes,Palmyre
Ephedra,alata,Syria,Steppes,de Palmyre à Abou Kémal
Ephedra,alata,Syria,Steppes,Snou Fadel
Ephedra,alata,Syria,Steppes,Jabal Abiad
Ephedra,alata,Syria,Steppes,T  à Qasr-el-Haïr
Ephedra,alata,Syria,Steppes,Tell Outed
Naias,delilei,Syria,Coast,Nahr-el-Kébir
Naias,delilei,Syria,Coast,près Lattaquié . HJ. Lac Khatounié
Potamogeton,perfoliatus,Syria,Damascus,Ouadi -el-'Arad près de Hamé
Potamogeton,perfoliatus,Syria,Syrian Climat,Homs
Potamogeton,perfoliatus,Syria,Syrian Climat,Lac de Homs
Alisma,gramineum,Syria,South,Khisfine
Alisma,gramineum,Syria,South,Hammé. HJ. Radd ţPb).
Damasonium,poly sper mum,Syria,South,Qneitra
Hydrocharis,morsus-ranae,Syria,Syrian Climat,Entre Tell Nebi Mend et Joubbaniyé
Hydrocharis,morsus-ranae,Syria,Syrian Climat,au sud du lac de Homs
Hydrocharis,morsus-ranae,Syria,Syrian Climat,er août
Hydrocharis,morsus-ranae,Syria,Syrian Climat,avecSalvinia naians
Hydrocharis,morsus-ranae,Syria,Syrian Climat,Oronte près de Homs
Hydrocharis,morsus-ranae,Syria,Syrian Climat,vers Alep . HJ. Khabour à Ras-el-'Aïn
Hydrocharis,morsus-ranae,Syria,Syrian Climat,Hassetché
Hydrocharis,morsus-ranae,Syria,Syrian Climat,S. de Cheddadé
Echinochloa,colona,Syria,Syrian Climat,Oronte près de Homs
Echinochloa,colona,Syria,Syrian Climat,vers Alep . HJ. Khabour à Ras-el-'Aïn
Echinochloa,colona,Syria,Syrian Climat,Hassetché
Echinochloa,colona,Syria,Syrian Climat,S. de Cheddadé
Setaria,viridis,Syria,Coast,Tartous
Setaria,viridis,Syria,Damascus,Damas
Setaria,viridis,Syria,Damascus,Ouadi 'Arad
Setaria,viridis,Syria,Damascus,Ghouta
Setaria,viridis,Syria,Damascus,Raboué .
Setaria,viridis,Syria,Syrian Climat,Homs
Pennisetumdivisum,(C.C.,Syria,North of Latakia,Base du Cassius
Pennisetumdivisum,(C.C.,Syria,North of Latakia,Ouadi Qandil
Pennisetumdivisum,(C.C.,Syria,North of Latakia,'Aïn Haramiyé
Pennisetumdivisum,(C.C.,Syria,North of Latakia,QastalMa'af
Pennisetumdivisum,(C.C.,Syria,North of Latakia,Kizil Dagh
Pennisetumdivisum,(C.C.,Syria,North of Latakia,Froulok
Pennisetumdivisum,(C.C.,Syria,South,Vallée du Yarmouk vers Hammé
Hemarthria,altissima,Syria,Syrian Climat,Près d'Alep
Themeda,trianda,Syria,Upper Jezire,Sud de Deirik
Phalaris,caerulescens,Syria,Medium Mountain,Slenfé
Aristida,plumosa,Syria,Steppes,Palmyre
Aristida,plumosa,Syria,Steppes,Raouda
Aristida,plumosa,Syria,Steppes,Zélaf . HJ. Cheddadé
Aristida,plumosa,Syria,Steppes,SE de Deirik
Stipabarbata,Desf.,Syria,Anti-Lebanon Mountains,SE. de Hassetché
Stipabarbata,Desf.,Syria,Syrian Climat,LacJabboul
