Helleborus,vesicarius,Syria,Medium Mountain,Au-dessus de Slenfé
Helleborus,vesicarius,Syria,Medium Mountain,en abondance
Helleborus,vesicarius,Syria,North of Latakia,Au-dessus de Kessab
Nigella,assyriaca,Syria,Upper Jezire,Lac Khatouniyé
Nigella,assyriaca,Syria,Upper Jezire,Hassetché
Nigella,assyriaca,Syria,Upper Jezire,S. de Tell 'Alo
Nigella,assyriaca,Syria,Steppes,Lac Jabboul
Nigella,assyriaca,Syria,Steppes,Meskène
Nigella,assyriaca,Syria,Steppes,Soukhné à Deir-ez-Zor
Nigella,assyriaca,Syria,Damascus,Jab. Dmeir
Nigella,assyriaca,Syria,Damascus,Damas
Nigella,assyriaca,Syria,Anti-Lebanon Mountains,Jerijir .
Nigella,assyriaca,Syria,Upper Jezire,W. de Tissiyé
Nigella,assyriaca,Syria,Upper Jezire,Tell Hadid
Nigella,assyriaca,Syria,Upper Jezire,Tell Chihane
Nigella,stellaris,Syria,Coast,Lattaquié
Nigella,stellaris,Syria,North of Latakia,Base du Cassius vers Kessab
Nigella,stellaris,Syria,Damascus,Jeramana dans la Ghouta
Nigella,stellaris,Syria,Syrian Climat,Alep
Nigella,orientalis,Syria,Syrian Climat,Azz.z
Delphinium,halteratum,Syria,Jabal al-Druze,Soueida
Delphinium,virgatum,Syria,Syrian Climat,Entre Antioche et Alep ).
Delphinium,virgatum,Syria,Damascus,Damas
Delphinium,virgatum,Syria,Anti-Lebanon Mountains,Qaldoun
Delphinium,virgatum,Syria,Anti-Lebanon Mountains,Ma'loula
Delphinium,virgatum,Syria,Anti-Lebanon Mountains,Yabroud
Delphinium,virgatum,Syria,Hermon,Qala'at Jendel . Haut. -Exxï*
Delphinium,virgatum,Syria,Hermon,N. de Cheikh Mes-kine
Delphinium,virgatum,Syria,Steppes,Jab. Dmeir
Delphinium,macrostachyum,Syria,Syrian Climat,Qala'at Sema'an
Delphinium,macrostachyum,Syria,Syrian Climat,dans les ruines
Delphinium,macrostachyum,Syria,Syrian Climat,juillet
